mx_peak,,,,,,,,mean,,,,,,,,peak_ratio,,,,,,,,median,,,,,,,,integral,,,,,,,,activity,,,,,,,,mean mobility,,,,,,,,mean complexity,,,,,,,,
Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Gesture
0.235803432,0.072296319,0.108807092,0.491587932,0.524460153,71.88378889,0.64846285,0.64846285,0.083504073,0.036837815,0.046647031,0.254235279,0.267241001,43.61370398,0.686303717,0.686303717,0.2344285,0.12366996,0.114183351,0.857136408,0.897131449,60.08607602,0.763334955,0.763334955,0.253867346,0.051253294,0.025051932,0.32357259,0.371820382,48.41092583,0.691755276,0.691755276,0.37912452,0.156749671,0.274577274,1.20832439,1.137195447,28.40065403,0.714250302,0.714250302,0.643127752,0.218675734,0.393606442,1.520165956,1.586427364,31.14689487,0.668830089,0.668830089,0.41479576,0.112099873,0.163616791,0.766544747,0.813258187,52.92279212,0.676624827,0.676624827,0.783904916,0.331155162,1,2.578432698,2.402466016,67.27345495,0.732210348,0.732210348,5
0.235803432,0.072296319,0.108807092,0.491587932,0.524460153,129.8030481,0.64846285,0.64846285,0.083504073,0.036837815,0.046647031,0.254235279,0.267241001,42.06972896,0.686303717,0.686303717,0.2344285,0.12366996,0.114183351,0.857136408,0.897131449,58.38346466,0.763334955,0.763334955,0.253867346,0.051253294,0.025051932,0.32357259,0.371820382,68.7516022,0.691755276,0.691755276,0.37912452,0.156749671,0.274577274,1.20832439,1.137195447,55.69145101,0.714250302,0.714250302,0.643127752,0.218675734,0.393606442,1.520165956,1.586427364,47.58507352,0.668830089,0.668830089,0.41479576,0.112099873,0.163616791,0.766544747,0.813258187,79.38321052,0.676624827,0.676624827,0.783904916,0.331155162,1,2.578432698,2.402466016,103.3618044,0.732210348,0.732210348,6
0.033163608,0.01670466,0.121678569,0.524027485,0.520720359,39.44475813,0.611349552,0.611349552,0.041390592,0.020984365,0.136660986,0.685672207,0.65429326,31.13460408,0.570926063,0.570926063,0.090569104,0.047937939,0.395080622,1.521781436,1.494378909,37.65648945,0.59720215,0.59720215,0.123631291,0.061257431,0.414800734,1.867533686,1.909697821,24.66896664,0.577338179,0.577338179,0.049753275,0.026041606,0.367944415,0.820552634,0.811970481,25.84199094,0.623028149,0.623028149,0.132721148,0.056318137,1,1.705094823,1.7557301,33.85584524,0.559656839,0.559656839,0.029102046,0.016662215,0.15438409,0.550105428,0.51944167,34.31582007,0.660492841,0.660492841,0.023142521,0.010706748,0.059017691,0.325232301,0.3337674,27.53387992,0.614949938,0.614949938,1
1,0.249085282,1,0.836613966,0.940796396,42.85254913,0.760275489,0.760275489,0.850181456,0.127773058,0.846391351,0.305224943,0.482583055,72.39182553,0.815849435,0.815849435,1,0.297007934,0.997918431,1.014585401,1.121756991,33.34507879,0.737933974,0.737933974,0.844597436,0.351486099,0.613245992,1.424631902,1.327473253,23.50016273,0.729737153,0.729737153,0.576133928,0.126677987,0.575556651,0.376786788,0.478434346,40.97318735,0.802380877,0.802380877,0.708993069,0.288674543,0.62647015,1.201532937,1.09025253,32.42058092,0.774340712,0.774340712,1,0.455428056,0.77810212,2.068735041,1.720171387,31.56660612,0.734110594,0.734110594,0.777879322,0.222007131,0.725519516,0.771889022,0.838532041,27.61448167,0.766771076,0.766771076,2
0.59850916,0.144772835,0.703786512,1.086486976,1.070998507,28.84539355,0.638112576,0.638112576,0.375384888,0.111086723,0.394369305,0.782886054,0.821779386,74.30440889,0.64436146,0.64436146,0.290912627,0.098663516,0.093913183,0.707677889,0.729726219,14.67744261,0.681462238,0.681462238,0.444146029,0.150859665,0.14260027,1.16437952,1.115686501,11.26832069,0.726332994,0.726332994,0.467465822,0.146126637,0.405937722,1.15049461,1.080954729,47.88198775,0.690036999,0.690036999,0.363180451,0.148943044,0.399355718,1.165278558,1.101655422,17.57554868,0.724600955,0.724600955,0.597510521,0.125602575,0.773333388,0.856268564,0.929158994,11.09891484,0.559868311,0.559868311,0.636297315,0.155455125,1,1.086527829,1.150040241,30.31488506,0.567385544,0.567385544,3
0.216212008,0.056437661,0.069054536,0.284832171,0.314529419,7.093112759,0.571812692,0.571812692,0.355772809,0.085010275,0.10611823,0.45532799,0.473771058,9.617894094,0.55200754,0.55200754,0.677440546,0.193759007,0.152845161,0.947413758,1.079807515,22.08411022,0.628364366,0.628364366,1,0.342496467,1,2.11633422,1.908673315,28.74516079,0.645827972,0.645827972,1,0.283164843,0.603233013,1.768325877,1.578060373,37.0109189,0.658506985,0.658506985,1,0.324548456,0.310599933,1.657247037,1.808655581,33.17064277,0.703279028,0.703279028,0.406456952,0.098974847,0.107366556,0.539522289,0.551581627,9.277753482,0.760677353,0.760677353,0.312968008,0.051123979,0.048223293,0.230996659,0.284921112,6.067930478,0.521459591,0.521459591,4
0.80343885,0.103234524,0.163193431,0.518533763,0.615928981,35.57536147,0.653223947,0.653223947,1,0.103065393,0.261723772,0.478881643,0.614696407,40.01899459,0.7069376,0.7069376,0.823836537,0.154756576,0.616799103,0.828320187,0.923314406,64.1308936,0.740611434,0.740611434,0.876289111,0.278956355,1,1.819595359,1.664689845,55.90955262,0.713108768,0.713108768,0.741957283,0.299785486,0.67971662,2.075985526,1.789084367,50.06516462,0.679283152,0.679283152,0.728667932,0.208743196,0.79475065,1.197862697,1.245703597,45.92376895,0.620608157,0.620608157,0.540662068,0.08583573,0.278376078,0.490175586,0.512151882,26.20248678,0.649929758,0.649929758,0.60476183,0.106333422,0.091206981,0.590645239,0.634430514,22.96149306,0.645759608,0.645759608,5
0.882502658,0.169886551,0.214415404,0.405413836,0.705514639,53.51749496,0.759510636,0.759510636,0.756200049,0.102744771,0.074394445,0.200182494,0.426713249,32.1812256,0.800491229,0.800491229,0.180900066,0.067587815,0.085417159,0.274978557,0.280702318,9.51643405,0.746160777,0.746160777,0.496463161,0.127855532,0.190357373,0.476674805,0.530993249,10.79526567,0.662992903,0.662992903,0.710724695,0.301969038,0.376813132,1.362380244,1.254457174,19.5685842,0.708113706,0.708113706,0.962197695,0.372871145,0.64321236,1.701649709,1.548860021,30.79127126,0.730220552,0.730220552,0.985631162,0.391023515,0.39155003,1.688277959,1.624264555,72.48214823,0.739524582,0.739524582,1,0.39203257,1,1.890442397,1.628494795,63.63880129,0.71278923,0.71278923,6
0.042691131,0.019462102,0.070507383,0.353041383,0.352421345,7.109375861,0.652072222,0.652072222,0.050500646,0.024793597,0.050900005,0.455867756,0.448933154,6.567844938,0.671919974,0.671919974,0.116655847,0.0563635,0.149531888,1.069025327,1.020529278,6.791879196,0.658747334,0.658747334,0.187557841,0.069164085,0.226052231,1.166625561,1.252362744,4.213769514,0.661879002,0.661879002,0.112447337,0.054445277,0.134694588,1.001264853,0.985746893,3.095802819,0.689963197,0.689963197,0.331434635,0.16793008,1,3.017031442,3.040610051,11.0190076,0.661928184,0.661928184,0.081477477,0.037083646,0.159435925,0.711891075,0.67144465,9.533148772,0.710357465,0.710357465,0.027571775,0.012589738,0.023648329,0.225252603,0.227951884,4.58009135,0.652121038,0.652121038,1
0.73035785,0.209864641,1,1.396330562,1.304757683,73.23933904,0.644041001,0.644041001,0.488093083,0.140104414,0.273760745,0.789033483,0.871013524,39.36128067,0.651084515,0.651084515,0.198799035,0.090136202,0.061213622,0.561720387,0.560336229,13.23541824,0.629919259,0.629919259,0.323478548,0.142719251,0.107325072,0.908303547,0.887186235,9.201649742,0.648172467,0.648172467,0.461871171,0.183147911,0.216719952,1.198443908,1.138626719,12.35516754,0.625114009,0.625114009,0.410605074,0.171907171,0.336270529,1.074250838,1.068584815,17.73591256,0.699232982,0.699232982,0.692906297,0.143095833,0.791954184,0.719518142,0.889615213,54.50799594,0.582894456,0.582894456,0.58176336,0.20586159,0.427874504,1.352399134,1.279879582,54.1288086,0.639040472,0.639040472,2
0.161560607,0.054691777,0.116935845,0.31607428,0.332553354,18.35386145,0.669008476,0.669008476,0.261915809,0.072544827,0.163822436,0.408021283,0.441080724,47.08914454,0.732259843,0.732259843,0.873423667,0.204357073,0.580802023,1.181982605,1.242558027,79.8795643,0.654930157,0.654930157,0.990184656,0.301678686,1,1.864557465,1.834358047,40.41950527,0.721749977,0.721749977,0.840251067,0.258597282,0.566292471,1.862437763,1.572343917,30.35353484,0.735966783,0.735966783,0.975651678,0.280549873,0.925218326,1.582688134,1.705935264,61.19001719,0.682395636,0.682395636,0.361935705,0.093936475,0.152631197,0.5512105,0.57120287,59.83510267,0.671823025,0.671823025,0.180460976,0.049331542,0.071349089,0.23302797,0.299967797,19.46325032,0.768193461,0.768193461,3
0.565102063,0.157089349,0.18369407,0.726927415,0.841939822,19.18732528,0.642670518,0.642670518,0.628302941,0.137943746,0.427636051,0.613825641,0.739230732,18.83487275,0.631177429,0.631177429,0.680472622,0.197499011,0.535781925,0.967905648,1.058434914,60.28873928,0.613188489,0.613188489,0.974816059,0.302242483,1,1.632018452,1.619689674,38.13470547,0.650363981,0.650363981,0.762461624,0.315290737,0.681314206,1.921504687,1.689705231,25.42270132,0.710884981,0.710884981,0.720345657,0.197350038,0.639007779,1.12549925,1.057453647,14.79932776,0.710477712,0.710477712,0.23421308,0.082371719,0.21711972,0.462259057,0.441424973,7.026469835,0.726445708,0.726445708,0.380768032,0.103016231,0.138957727,0.550059851,0.552121007,9.281467686,0.615741711,0.615741711,4
0.20674532,0.090572758,0.105891052,0.452314536,0.454548717,53.88345732,0.642912229,0.642912229,0.104476698,0.04807668,0.05618225,0.246259994,0.241220974,49.70498296,0.731664498,0.731664498,0.206626899,0.076394837,0.097649022,0.353344707,0.383205563,69.06428756,0.787917053,0.787917053,0.405129817,0.136016869,0.137517676,0.605951112,0.682489431,53.26992248,0.657229281,0.657229281,0.72602463,0.310598833,0.479173781,1.618062263,1.558654316,29.74439193,0.679181222,0.679181222,0.688877061,0.378698938,0.670046862,2.10681401,1.900432485,27.63033796,0.683066357,0.683066357,0.876725648,0.251034938,1,1.187575989,1.259868951,32.88523648,0.574096967,0.574096967,0.777675256,0.302771227,0.507920191,1.42967739,1.519579564,29.50226082,0.664216038,0.664216038,5
0.20674532,0.090572758,0.105891052,0.452314536,0.454548717,68.75502231,0.642912229,0.642912229,0.104476698,0.04807668,0.05618225,0.246259994,0.241220974,49.35563228,0.731664498,0.731664498,0.206626899,0.076394837,0.097649022,0.353344707,0.383205563,53.57703334,0.787917053,0.787917053,0.405129817,0.136016869,0.137517676,0.605951112,0.682489431,47.21013203,0.657229281,0.657229281,0.72602463,0.310598833,0.479173781,1.618062263,1.558654316,36.72160048,0.679181222,0.679181222,0.688877061,0.378698938,0.670046862,2.10681401,1.900432485,41.64428261,0.683066357,0.683066357,0.876725648,0.251034938,1,1.187575989,1.259868951,32.0771835,0.574096967,0.574096967,0.777675256,0.302771227,0.507920191,1.42967739,1.519579564,42.16369593,0.664216038,0.664216038,6
0.070306038,0.033216409,0.245098317,0.771920915,0.760204968,73.56719112,0.670905386,0.670905386,0.317210708,0.089317883,0.632405213,2.080761107,2.043276804,135.7476976,0.667633779,0.667633779,0.664884633,0.113413435,1,2.615023528,2.593580135,130.5403572,0.699769851,0.699769851,0.302954746,0.027442207,0.298866477,0.512197634,0.626890368,90.40621119,0.533130538,0.533130538,0.115099145,0.016613421,0.105507392,0.374495678,0.379833554,67.216932,0.528712654,0.528712654,0.093875945,0.025202063,0.244112309,0.550311524,0.576644833,44.99913987,0.5410472,0.5410472,0.084119925,0.026761359,0.185146765,0.64602081,0.61231368,68.99414102,0.677799773,0.677799773,0.03566031,0.017792174,0.100701846,0.449268805,0.407255658,39.88234193,0.709775086,0.709775086,1
1,0.097635682,1,0.641929051,0.851607389,218.8775226,0.483223903,0.483223903,0.886124783,0.17877573,0.885698012,1.585233138,1.559016624,139.5031551,0.605651489,0.605651489,0.671802856,0.19857588,0.201811044,1.781505351,1.731508375,49.80815544,0.710374025,0.710374025,0.309443417,0.102748649,0.066013866,0.864216622,0.896047502,24.48444568,0.740336769,0.740336769,0.110334584,0.03681103,0.074268557,0.332687885,0.32104828,25.42466032,0.678665359,0.678665359,0.207365981,0.067482259,0.041186304,0.608311106,0.588630286,23.02410583,0.70831819,0.70831819,0.566019966,0.164921768,0.115956757,1.64778708,1.438475154,46.40810567,0.673060661,0.673060661,0.246495552,0.070363695,0.161347762,0.538329767,0.613666391,52.59941442,0.623681126,0.623681126,2
0.584899825,0.158916332,0.703452371,1.488860829,1.425178959,266.5512961,0.655765972,0.655765972,0.552089117,0.240519406,0.470161184,2.310912058,2.156963159,192.3873646,0.735381868,0.735381868,0.288663741,0.12958374,0.157641123,1.229614784,1.162058613,50.19929298,0.720128667,0.720128667,0.100025512,0.038332818,0.071181213,0.338591361,0.343763864,12.07954243,0.659316801,0.659316801,0.244665606,0.045341104,0.142377853,0.369982588,0.406619591,45.11516905,0.687302048,0.687302048,0.15298577,0.045710976,0.081984711,0.395317288,0.409927617,23.09531903,0.741940202,0.741940202,0.245771089,0.090643199,0.254340797,0.821998866,0.812910787,37.42290294,0.625987223,0.625987223,0.819023725,0.143018761,1,1.044722225,1.282577412,232.9436256,0.573267856,0.573267856,3
0.452506788,0.102296333,0.318386831,0.475925275,0.52521493,31.79314344,0.621972861,0.621972861,1,0.233519802,1,1.161541499,1.198948366,106.3147685,0.593037919,0.593037919,0.981205523,0.233198368,0.980988656,1.18855454,1.197291356,144.9645423,0.618453252,0.618453252,0.723809019,0.198726904,0.514577914,0.941065047,1.020317503,150.7572367,0.699284453,0.699284453,0.809144924,0.252657463,0.411903406,1.419393262,1.297272909,169.9434564,0.678156887,0.678156887,1,0.228016071,0.831069125,1.20917332,1.170742334,146.0080858,0.670563177,0.670563177,0.844448038,0.172594792,0.670561448,0.860162526,0.886179489,126.0652318,0.621383926,0.621383926,0.801711755,0.137120749,0.308356475,0.744184532,0.704033112,32.66244381,0.65091634,0.65091634,4
0.183697305,0.051074658,0.060606237,0.484990289,0.443227442,22.35211139,0.679581943,0.679581943,0.537424648,0.153319468,0.479482588,1.368953503,1.330519882,67.76540868,0.688256088,0.688256088,1,0.233794894,1,2.070397905,2.028840116,170.2429028,0.728963305,0.728963305,0.725149557,0.177169331,0.558941991,1.474662527,1.53752215,246.6403416,0.677819926,0.677819926,1,0.143015114,0.194401016,1.234000504,1.241156616,143.9553729,0.58964075,0.58964075,0.340416242,0.068023385,0.153801592,0.573834998,0.590329264,70.90833094,0.581229643,0.581229643,0.327284456,0.06429221,0.115326076,0.498295643,0.557945756,48.78207292,0.660250334,0.660250334,0.130165418,0.031166163,0.038286079,0.294864631,0.270458775,9.658991238,0.675657431,0.675657431,5
0.609786478,0.134648157,0.609786478,0.835560675,0.953292663,61.86540579,0.619005883,0.619005883,0.444932391,0.156315203,0.285231254,1.169805145,1.106621392,59.87685748,0.683423489,0.683423489,0.355075071,0.149927178,0.151246937,1.207645142,1.061342037,45.17068078,0.673020033,0.673020033,0.140902311,0.059282591,0.118749639,0.417681936,0.419703312,8.85435815,0.709461462,0.709461462,0.574016444,0.112899456,0.461451709,0.806881761,0.799328377,14.97125903,0.802151816,0.802151816,0.531422346,0.158383535,0.465905739,1.099385816,1.121367826,18.58657667,0.759863553,0.759863553,0.762156983,0.147020208,0.638208901,0.951612313,1.040883289,42.66891441,0.724588279,0.724588279,1,0.211501129,1,1.511427213,1.497461104,50.08041846,0.662309434,0.662309434,6
0.073286016,0.031919086,0.141776844,0.630416039,0.641840212,16.11277042,0.667547494,0.667547494,0.264740826,0.113596786,0.368544382,2.273773341,2.284451027,40.21044792,0.673824378,0.673824378,0.395736668,0.122787601,1,2.48263585,2.469100948,37.62145596,0.701004795,0.701004795,0.094914566,0.029110562,0.150621661,0.58577185,0.585247476,4.934386087,0.633629357,0.633629357,0.038132114,0.017369909,0.09617696,0.358190049,0.349274437,1.565271822,0.750410316,0.750410316,0.084226837,0.033539779,0.083271813,0.646498033,0.674476929,4.579704161,0.634662602,0.634662602,0.067384994,0.033272883,0.114959569,0.698226825,0.669074716,8.944666871,0.638859098,0.638859098,0.042548016,0.01623808,0.035438863,0.324488012,0.326534256,4.095492719,0.706416645,0.706416645,1
0.311435187,0.080214467,0.082733671,1.064967311,1.186179383,92.651378,0.683448964,0.683448964,0.446708846,0.153593717,0.432067332,2.401773252,2.271171573,86.94015904,0.709420817,0.709420817,0.595979379,0.104475221,1,1.55191976,1.544721019,32.29838787,0.619951146,0.619951146,0.203900133,0.037498972,0.328332293,0.560948816,0.554446739,5.737049414,0.653956347,0.653956347,0.138697036,0.047487109,0.107447413,0.739242831,0.702198744,5.595461901,0.758148289,0.758148289,0.120182882,0.036922104,0.088351109,0.593606111,0.545952712,8.351047136,0.688547985,0.688547985,0.166287542,0.047463863,0.112124194,0.686247559,0.701857692,23.5229571,0.726246453,0.726246453,0.155958641,0.033371639,0.024875238,0.401294362,0.493472137,21.06386119,0.723303872,0.723303872,2
0.227602038,0.069127095,0.168333656,0.518657449,0.51820548,83.86002677,0.658951681,0.658951681,0.451831847,0.156353684,0.216387191,1.298145473,1.172058164,101.2704001,0.735194733,0.735194733,0.414726837,0.163144537,0.332371351,1.386809634,1.222944129,51.95131864,0.70469717,0.70469717,0.747381906,0.132672186,1,0.953549348,0.994605671,29.1953267,0.703104111,0.703104111,0.734034198,0.181605236,0.801642386,1.448027618,1.361448819,44.33126038,0.702776975,0.702776975,0.591047515,0.162138692,0.521843087,1.141490391,1.215517331,93.09062913,0.731794413,0.731794413,0.499570156,0.122077116,0.537281901,0.781094635,0.915169069,135.8384378,0.635130015,0.635130015,0.564657164,0.080042256,0.206724788,0.472225452,0.600051338,157.1101737,0.62521488,0.62521488,3
0.317074809,0.058283966,0.266241467,0.466734902,0.468127904,23.60792668,0.674176205,0.674176205,0.760518307,0.175963102,0.593880183,1.525489751,1.41334913,132.0950136,0.68255724,0.68255724,0.831226339,0.243188431,0.718003037,2.047029909,1.953366286,134.6536738,0.716682104,0.716682104,1,0.163206554,1,1.115447776,1.310969407,83.47131833,0.732911571,0.732911571,0.742912835,0.144587795,0.742912835,1.011323699,1.161391175,35.38543307,0.724124958,0.724124958,0.329492131,0.093596625,0.25823725,0.836196763,0.751710393,15.77216899,0.66790602,0.66790602,0.359813709,0.079798489,0.357797891,0.718078355,0.640910468,26.701763,0.706547942,0.706547942,0.182493554,0.037372521,0.178866135,0.279698846,0.300175237,7.026232748,0.729802144,0.729802144,4
